"Kód štátu";"Kód oblasti";"Názov štátu";"Názov oblasti";"Pohlavie";"Ekonomické vekové skupiny";"Vzdelanie";"abs."
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;predproduktívny vek (0-14 rokov);nezistené;585
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;15080
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;27
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;46375
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);nezistené;17471
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);215
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;2598
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;17567
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);684
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);3068
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;27613
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;4428
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);154
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;14697
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;32808
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;15049
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie (bližšie neuvedené);3
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);9807
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);1159
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);1872
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);34
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);9197
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";67837
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";6636
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;536
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);nezistené;2687
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);37
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;345
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;2390
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);6
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);815
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;10983
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;1071
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);132
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;2509
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;6527
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;1586
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie (bližšie neuvedené);1
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);1827
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);423
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);745
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);33
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);395
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";14772
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";3486
SK0;SK01;Slovenská republika;Bratislavský kraj;muž;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;34
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;predproduktívny vek (0-14 rokov);nezistené;550
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;14757
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;80
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;43537
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);nezistené;11648
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);151
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;2167
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;17011
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);153
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);2477
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;16350
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;3209
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);140
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;7984
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;36784
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;18490
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie (bližšie neuvedené);3
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);8448
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);2682
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);3037
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);35
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);11458
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";89770
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";6982
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;358
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);nezistené;3329
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);115
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;947
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;9788
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);2036
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;9382
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;2717
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);177
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;2271
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;14061
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;7171
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);2713
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);1389
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);1088
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);15
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);511
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";14747
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";2454
SK0;SK01;Slovenská republika;Bratislavský kraj;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;61
SK0;SK02;Slovenská republika;Západné Slovensko;muž;predproduktívny vek (0-14 rokov);nezistené;1305
SK0;SK02;Slovenská republika;Západné Slovensko;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;36663
SK0;SK02;Slovenská republika;Západné Slovensko;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;20
SK0;SK02;Slovenská republika;Západné Slovensko;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;94671
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);nezistené;37284
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);785
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;12611
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;57599
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);1843
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);11628
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;148841
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;19894
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);266
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;59537
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;99183
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;28148
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie (bližšie neuvedené);8
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);30792
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);3526
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);3090
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);51
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);17306
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";84204
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";5337
SK0;SK02;Slovenská republika;Západné Slovensko;muž;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;2182
SK0;SK02;Slovenská republika;Západné Slovensko;muž;poproduktívny vek (65 a viac rokov);nezistené;4602
SK0;SK02;Slovenská republika;Západné Slovensko;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);323
SK0;SK02;Slovenská republika;Západné Slovensko;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;2114
SK0;SK02;Slovenská republika;Západné Slovensko;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;13711
SK0;SK02;Slovenská republika;Západné Slovensko;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);16
